Date,Conscientização da População,Condições de Moradia Precárias,Falta de Acesso a Serviços de Saúde,Migração de Pessoas de Áreas Endêmicas,Transporte de Mercadorias em Áreas Urbanas,Outros,Presença do mosquito
1987-02-14,1,"0,608877689614728","0,2311924626877990","0,3548995620800150","0,138894391229792","0,3543377367185250",463777
1987-02-15,2,"0,137715833614721",indisponivel,"0,7147970226909700","0,508676788048778","0,1027725325974700",262103
1987-02-16,3,"0,599225500594557","0,2288962697148610","0,3076407717028600","0,177412059305312","0,3652151609235700",184086
1987-02-17,2,"0,102415277114293","0,4462496056303480","0,3847026063752710","0,563139476294571","0,4720366605636420",782817
1987-02-18,2,"0,630785831797681","0,4627482170429470","0,1706535781069480","0,448814169532020","0,3035619784948170",176461
1987-02-19,2,"0,159262352896194","0,1549481614314130","0,5618828545810110","0,116838491325040","0,1402311174323650",597860
1987-02-20,1,"0,543389746619716","0,4038855327216800","0,2510268721190290","0,163412381800802","0,4584052616099760",854201
1987-02-21,2,"0,679238434009689","0,3624533281920170","0,7083230193149420","0,106718158129081","0,3076918357859170",956961
1987-02-22,2,"0,503499802683559","0,3724598531575240","0,5831633564351920","0,194350052555184",indisponivel,317489
1987-02-23,1,"0,295846873135719","0,2358097546757060","0,2519493340746800","0,171774740327813","0,2979504306812260",701499
1987-02-24,3,"0,344745403372025","0,3239009280503690","0,4671351466658310","0,562083790123019","0,2102747656043090",555898
1987-02-25,3,"0,403803217280769","0,2100280290258690","0,7682714292587660","0,457321398156240","0,3353320379058580",618979
1987-02-26,3,"0,656271657351998","0,2557964860306370","0,7538774604147220","0,075445213539491","0,1487537762461720",804098
1987-02-27,2,"0,528845073188113","0,4305026541299210","0,4363803931687190","0,561911199532070","0,2317315129995840",904080
1987-02-28,1,"0,330913566415209","0,1988207634945740","0,7438227312909470","0,476837652714786","0,1326741404249200",102913
1987-03-01,3,"0,236650202620669","0,3863934711984070","0,2912851490251110","0,331857234431304","0,3350186512317180",566139
1987-03-02,2,"0,189842993575087","0,3381486644483420","0,5624670800348240","0,139582458865128","0,5360743657941960",690946
1987-03-03,2,"0,593505315192692","0,0596213190830298","0,5222976373524520","0,052581074655992","0,3224077924077910",413824
1987-03-04,1,"0,632016313657673","0,4588706178894910","0,5610108212859850","0,081754664908566","0,2222037591394540",657474
1987-03-05,3,"0,671790945967623","0,3266270047749680","0,3189550203396660","0,218792998934375","0,3414843432259170",794915
1987-03-06,3,"0,386679085112279","0,3144928167621060","0,6858488317535870","0,579200223712552","0,1466499247581560",211115
1987-03-07,3,"0,685321926321255","0,4145847182797530","0,7421641360027330","0,254036872010601","0,2525092851970790",122568
1987-03-08,2,"0,405566712712143","0,0666389969660695","0,1457798826313170","0,288638585453037","0,1242217229713560",720804
1987-03-09,1,"0,555055416690681","0,4013773398253030","0,5571217735470190","0,172367295102885","0,1117898913745140",142001
1987-03-10,2,"0,390072826713846","0,4908290260761910","0,5206458658441160","0,464248605698987","0,1782830771712560",282930
1987-03-11,1,"0,626706866226589","0,2159434696857800","0,1940733282855640","0,338353522514859","0,3154033334485970",243634
1987-03-12,2,"0,193030679718517","0,4871435597917390","0,2042371686744870","0,173508639757692","0,3492303986873070",161869
1987-03-13,2,"0,684329872806815","0,0598180728785246","0,2672912777125700","0,174071522469850","0,1089767846591510",897452
1987-03-14,2,"0,360581885926736","0,2591105172677750","0,2410857766807850","0,290698276965524","0,2916305235552910",508296
1987-03-15,2,"0,219903329487724","0,2618786023593010","0,6404031790572820","0,414655654174212","0,3246789399814170",211012
1987-03-16,3,"0,485919710982599","0,4432528767380590","0,1838961484575410","0,485108600787940","0,1499820473157520",333289
1987-03-17,2,"0,102972828912695","0,3003054309163570","0,5694522205463700","0,229138918726118","0,5821249920099490",917918
1987-03-18,1,"0,636006299394693","0,2067646663237410","0,6148351597210750","0,385954928214323","0,3372276383793960",993388
1987-03-19,2,"0,640185473236276","0,3105821317457960","0,4394420603286500","0,408221714140257","0,4868017481099650",936800
1987-03-20,2,"0,160026351767382","0,4885534554834970","0,6988162413583450","0,128907072234125","0,1807897127833670",647658
1987-03-21,2,"0,198704771655512","0,1103395596530620","0,5314301588718510","0,520186698154425","0,4211778377987890",607865
1987-03-22,2,"0,156633413695974","0,4918730149548250","0,2534892965562250","0,512306092970012","0,2880269033355040",993441
1987-03-23,2,"0,535006754309754","0,1313264042603300","0,6629140320021550","0,321639443681938","0,5788534762871870",691425
1987-03-24,2,"0,466641279688135","0,0744926632726813","0,4913479598036340","0,482425480589051","0,2831906953102260",869736
1987-03-25,1,"0,629599736287509","0,3663383013916660","0,3986089615528850","0,227684412994195","0,3533733793372780",854810
1987-03-26,3,"0,389784032393171","0,0592534233784652","0,4140361389724360","0,417227402225303","0,4615378252142730",982343
1987-03-27,2,"0,485599210432662","0,1218411049238270","0,2540931097350020","0,261117717121830","0,3620121308772650",346756
1987-03-28,1,"0,507750832332678","0,1016914069021170","0,3069087868250430","0,223231696702551","0,0647673164736387",398414
1987-03-29,2,"0,181382696332297","0,1338351671311980","0,7862327007818910","0,052188906112985","0,1574904825643030",149858
1987-03-30,4,"0,276508511387218","0,4035028860769190","0,1018485381384640","0,179744820334649","0,3275452140028120",772615
1987-03-31,3,"0,101749643020331","0,2127668563132300","0,3042648928355930","0,340498131592401","0,4574733209657880",316443
1987-04-01,2,"0,687899581138014","0,4271479337736250","0,6202036071166350","0,245307901994297","0,4412771866333460",317008
1987-04-02,3,"0,404547203161481","0,2261657870828470","0,1971019661070110","0,373049546679079","0,4560856475544550",376909
1987-04-03,2,"0,241885494379810","0,1498073659335470","0,1844403576689390","0,407189906866427","0,2361455964833170",393769
1987-04-04,2,"0,601595179279536","0,3037454748586110","0,3418610737821120","0,362022905533018","0,3823273132348350",379171
1987-04-05,1,"0,486856978980558",indisponivel,"0,3089552262227820","0,086216506280608","0,2286270320968170",361068
1987-04-06,1,"0,418661980626156","0,1566928095116460","0,2453321285075250","0,322558777249706","0,3740042773153840",215783
1987-04-07,2,"0,383311191360165","0,1897942929956040","0,1101038842508960","0,307701768492056","0,1516200700635270",221689
1987-04-08,2,"0,214540483870581","0,3430314317517620","0,3036225333169750","0,222573564387634","0,2986571899910450",395291
1987-04-09,2,"0,236500796609982","0,3409863241877090","0,3506501309093950","0,272678076283070","0,0516985358564657",34514
1987-04-10,2,"0,210758291790991","0,2404520000324250","0,3293361998793500","0,373039375992122","0,2159820916359640",42758
1987-04-11,1,"0,572300576426571","0,3415100584843470","0,2536739756029550","0,304144064106870","0,0749370719881112",22342
1987-04-12,2,"0,199504910735608","0,4979914895671250","0,7030161472439240","0,593068128603561","0,3303973317039020",350170
1987-04-13,2,"0,439154189457712","0,4361803775608600","0,3468024739776790","0,427468192518114","0,3501224128342080",242793
1987-04-14,2,"0,561323862221226","0,2063517896164840","0,7939765416752840","0,127515393316103","0,2993710091025320",161653
1987-04-15,1,"0,495972441397973","0,4671722182895950","0,5310891876140420","0,582882809146769","0,5191897583776370",304362
1987-04-16,3,"0,483728438192973","0,4697670171326750","0,1094690810228190","0,473089244839038","0,5961236791048540",490839
1987-04-17,2,"0,101358813527233","0,1340218794303090","0,2074351883648780","0,076816547399139","0,5029478290669380",160417
1987-04-18,2,"0,338654208071425","0,2779623952454360","0,1415967984097620","0,067042495830629","0,3627639832674760",122597
1987-04-19,3,"0,480632764059585","0,1957365387951570","0,7474002979143790","0,397349394830265","0,4931035308401320",131005
1987-04-20,2,"0,521437212464781","0,0936515268384676","0,4711503256274280","0,466073836577712","0,0571360877167562",120900
1987-04-21,2,"0,383820316404800","0,0615746608911524","0,1436520761007830","0,582830633412570","0,5084274765677780",487071
1987-04-22,3,"0,386254669864191","0,2742781050153120","0,6641495941736190","0,264633081029566","0,2728322796524750",271543
1987-04-23,2,"0,374564902086401","0,3657889828835760","0,3378004147920360","0,455625232311767","0,1267151540021530",279958
1987-04-24,1,"0,631211088471596","0,3623350517851650","0,4682632228505160","0,115321306495594","0,1791301963329120",30699
1987-04-25,3,"0,144946637036836","0,2029871447385030","0,1540845119413350","0,491708136605180","0,3439464666442970",150834
1987-04-26,1,"0,462614357846203","0,1636805881643480","0,7184245106607000","0,144806927471726","0,2499324219716710",345344
1987-04-27,2,"0,452238015440856","0,3511381551873610","0,5117386720570510","0,211145611991817","0,4294823204063090",261468
1987-04-28,1,"0,151700189231718","0,4448425859138830","0,2079176283083870","0,158965014244549","0,5733104468623290",457567
1987-04-29,1,"0,148334639681947","0,4911123091685590","0,7802513687576360","0,274616626326455","0,5302195838595150",465217
1987-04-30,2,"0,507395234641799","0,1384591035249310","0,6727027327096180","0,530571637814175","0,3647207558981750",128417
1987-05-01,2,indisponivel,"0,3683574849527050","0,6487228235654550","0,465326005838797","0,2344758196683110",376299
1987-05-02,3,"0,384718715186817","0,1188837663671990","0,2024185496321900","0,308879814636230","0,5736297482998770",219552
1987-05-03,1,"0,361374039081467","0,2281415882266280","0,4171061221269660","0,315205498192896","0,3326141092424220",390653
1987-05-04,2,"0,311711775078075","0,2695494571566230","0,6082396763518630","0,126062203238375","0,4381384260829350",235655
1987-05-05,1,"0,303793339380449","0,2237466708989390","0,6841822164632180","0,373512988928659","0,4831317738026680",320098
1987-05-06,2,"0,605770768196397","0,2905654201563320","0,1328481135826110","0,556043878838624","0,1150808366578450",109873
1987-05-07,2,"0,300176572057899","0,2371261323424550","0,4724167486069250","0,186255570816344","0,1051161820477930",432165
1987-05-08,1,"0,556896201224332","0,2755456488721970","0,2992218907011800","0,527913753925724","0,3849240832736220",373572
1987-05-09,1,"0,215576890682790","0,4904087303013030","0,5706394123555760","0,055298672252545","0,3939959823230820",347614
1987-05-10,2,"0,426566148689889","0,3660421617059990","0,4267647204988630","0,432447372584997","0,5905712952622150",29835
1987-05-11,2,"0,609004198338720","0,4424895758494180","0,6216857949853940","0,388253479335591","0,4495333457963140",79511
1987-05-12,2,"0,495816254449587","0,1434746512424420","0,4762075674880130","0,067471787773522","0,3579699876458180",250460
1987-05-13,1,"0,655268613382606","0,2808686213063840","0,7339168778270680","0,463838728390017","0,4909508851856960",115610
1987-05-14,3,"0,109492688189156","0,3556899774949800","0,2365901955405110","0,130946728926309","0,5265939328646860",222056
1987-05-15,2,"0,415795754367843","0,3359924632918360","0,7483064140136180","0,058519161055583","0,2950667884338690",204719
1987-05-16,2,"0,621398893954727","0,0607693166268016","0,1302920316344600","0,219776907361921","0,5154285572803660",436658
1987-05-17,1,"0,480302123498296","0,3779427320463390","0,3266798996090050","0,237861054816295","0,4323017842252130",410180
1987-05-18,3,"0,612668261625624","0,2277095660804110","0,3149037926365480","0,051053222575838","0,1287193664504440",415062
1987-05-19,1,"0,237819757182276","0,0623345598209268","0,3019897508224520","0,599966119826560","0,2512040717507460",494813
1987-05-20,2,"0,424398546458083","0,2302285923989840","0,7486546169531730","0,519862151508778","0,1161430048971450",433611
1987-05-21,1,"0,291914906212738","0,4688714313514290","0,4462742977252480","0,509293264185901","0,2344688595714560",62119
1987-05-22,3,"0,396421124090131","0,1546240188104030","0,7300040741255950","0,121656531419510","0,1597790069228090",327146
1987-05-23,1,"0,479272317098399","0,4375497490223650","0,1780942705747850","0,236910158215415","0,4150182567890150",397442
1987-05-24,3,"0,479740435969566","0,4843130276778490","0,2323210277772730","0,155801893413786","0,5941486930040530",68641
1987-05-25,2,"0,430482068357810","0,0673277367871945","0,1344024721149530","0,251093931359100","0,3758598220711860",indisponivel
1987-05-26,2,"0,388746030093621","0,4610640346042610","0,3259951835955060","0,257873967198582","0,4201085127328020",486531
1987-05-27,2,"0,310277116556192","0,1066962820394730","0,6677683234240080","0,328231990587623","0,1387536746946800",70996
1987-05-28,1,"0,562790800630780","0,0945749782605087","0,2514409328633270","0,238729950041231","0,3926062847178980",127858
1987-05-29,1,"0,131633086254833","0,2970547317632780","0,6916528564344100","0,366040864031122","0,0830430720160361",424451
1987-05-30,2,"0,102434013159047","0,0563132708662328","0,4763624753278050","0,135292298534619","0,5558240848640460",408856
1987-05-31,2,"0,587718867735130","0,0842836513708773","0,1031208426770920","0,315407824451719","0,1415836733060220",370527
1987-06-01,1,"0,317022010625510","0,2761248711968330","0,5991196557075780","0,402160694483117","0,4157593441970790",96701
1987-06-02,2,"0,452260492062678","0,4473097808077190","0,4858443114151930","0,084705529769449","0,4943647845822400",
1987-06-03,3,"0,222946708920256","0,2263627555136770","0,6189869134127170","0,274187777105435","0,3823049130279510",50903
1987-06-04,1,"0,656230459085757","0,3986299280398210","0,1774713555462660","0,371062076183178","0,5926827140836790",44800
1987-06-05,2,"0,375081847079954","0,1881762031236620","0,7548858801897310","0,582438524660903","0,3968171527284150",41943
1987-06-06,2,"0,474085080393138","0,3182551391388910","0,5612156051295530","0,253652853030722","0,4560906730074770",80498
1987-06-07,2,"0,435128493679041","0,1898348992450510","0,1957896810083760","0,195727868468279","0,3664474291757360",69999
1987-06-08,2,"0,337391046432546","0,3684054191618870","0,1472079440705710","0,583459977058331","0,4525868891954720",86895
1987-06-09,3,"0,604972982112082",indisponivel,"0,5241215043619230","0,478295463679268","0,2412110894390230",39719
1987-06-10,2,"0,469071797743140","0,1479653963033060","0,4013722233433720","0,238936876412041","0,1635797218092050",88601
1987-06-11,2,"0,433586050662882",,"0,1573762415426990","0,465153628626597","0,3383097212122560",61208
1987-06-12,1,"0,698555761751339","0,3474417114744440","0,1731536725234990","0,598225362372092","0,4169709655788040",34578
1987-06-13,2,"0,448694752343509","0,0837349077396576","0,1157598009210720","0,217757874963294","0,1138949029080220",84642
1987-06-14,1,"0,234826462883102","0,3416325019819070","0,3557658346269990","0,123226123208119","0,1709287831592750",10518
1987-06-15,2,"0,359481264591110","0,2857701133461750","0,6229904237599980","0,448643047113269","0,1819832086294380",98453
1987-06-16,2,"0,106018326027310","0,3983682280699890","0,1349730018732470","0,529958546947015","0,3338029373997840",97627
1987-06-17,3,"0,669965819283017","0,3760850570647600","0,1646451748770340","0,402796463891050","0,1061009847209810",31924
1987-06-18,1,"0,643071197484907","0,4154133385542150","0,6390040362287630","0,398076195590393","0,5812643788473080",43756
1987-06-19,1,"0,253396862621280","0,1714603099956490","0,6258383233943870","0,077629603614665","0,5799788339088070",30375
1987-06-20,1,"0,263100975354244","0,4150772645802790","0,7478639360908820","0,208588776963078","0,0993663754090188",23601
1987-06-21,1,"0,426556925931780","0,3178025777403170","0,4195290603549140","0,192697859105180","0,3153315126905790",41190
1987-06-22,1,"0,531529731565780","0,3446984256156130","0,6548059169369350","0,293799657212915","0,0945421575173716",61584
1987-06-23,2,"0,354571117326932","0,3115931515353050","0,7389396748984490","0,484725737958116","0,5381897843403840",14519
1987-06-24,3,"0,486572798961145","0,1934153801435380","0,2254821712760300","0,370625564386987","0,2106814924564200",58264
1987-06-25,1,"0,506069400424715","0,1734027011735970","0,7784822440071670","0,495989876495748","0,5282096965137150",97238
1987-06-26,3,"0,627878346991143","0,2425463686191190","0,6010170592311600","0,413636717197454","0,1954396528253210",48755
1987-06-27,1,"0,237821425619873","0,3783024867123020","0,7006809860802970","0,269004903032406","0,4924888285801010",41895
1987-06-28,2,"0,464523505251083","0,0539382391193437","0,2568932786371860","0,443403315248758","0,2112970185859770",54751
1987-06-29,1,"0,565826332184549","0,0512591546300911","0,7281286819587590","0,303132386155529","0,4977697362605140",66649
1987-06-30,2,"0,154902840479349","0,1532306369854130","0,4317496786124680","0,477787833430267","0,2409840374332140",84359
1987-07-01,2,"0,326858651814483","0,2774496004940240","0,6098415654096030","0,132159257781662","0,3756031732372850",3265
1987-07-02,2,"0,380160604981522","0,3686985190432950","0,6510991964681800","0,487244418607342","0,3401651625037090",55925
1987-07-03,3,"0,180630040852832","0,1504697068435990","0,7877836489390940","0,110627126966529","0,1546356055694800",82746
1987-07-04,2,"0,350059442661839","0,1919754737902260","0,4362803861674610","0,273509371904372","0,4211336986339450",57279
1987-07-05,3,"0,195525160046477","0,1422844873421330","0,3842423761408840","0,519392256516335","0,5456820118741170",27186
1987-07-06,3,"0,437611709675330","0,3467713304886710","0,4234644701276030","0,573817116408086","0,2910971578906460",96070
1987-07-07,2,"0,484247023161566",,"0,6555350653784540","0,507906556889398","0,5159522039885470",85239
1987-07-08,2,"0,297973847703813","0,1707080736291280","0,6239080495675070","0,078427120785242","0,4814026309648600",22470
1987-07-09,2,"0,121071447448746","0,4766930217428500","0,6760228596227600","0,407253994513425","0,0533024779092649",69650
1987-07-10,1,"0,638140835812951","0,3611065037426150","0,6307408352886380","0,565021347379316","0,4171094605423750",34132
1987-07-11,3,"0,674841971728280","0,0957218364028867","0,7513555145164890","0,151884472051453","0,2868260562720790",45007
1987-07-12,1,"0,329425705742203","0,0798027437939355","0,2165352976504320","0,592843674542222","0,3476768994829270",14658
1987-07-13,2,"0,436356891277940","0,2360226943578710","0,6251901480257580","0,142943000147064","0,3197762957024360",47870
1987-07-14,5,"0,412422768985248","0,0836463562391437","0,6612225887519840","0,248973698318270","0,4682369025429150",29964
1987-07-15,2,"0,272336678822903","0,2519111817608500","0,4650565008156660","0,390726229385871","0,1584888474310010",17003
1987-07-16,2,"0,360223833550368","0,4141576035948520","0,7436230172064980","0,176986832625971","0,1279078162604710",80804
1987-07-17,1,"0,198987985412565","0,4484594228781800","0,6924140893997370","0,102956553406572","0,4653760511769690",41065
1987-07-18,2,"0,474152933436481","0,4518568670562880","0,7448849958718270","0,506613601032114","0,1298176876934050",57006
1987-07-19,3,"0,108006603890376","0,4515834541471710","0,6591442979750780","0,491857330179430","0,4834026349657190",55975
1987-07-20,2,"0,273159153123197","0,0950270161053350","0,6232454136483460","0,062189977966012","0,2329498999575340",52177
1987-07-21,3,"0,435290713210910","0,3215503997550180","0,7067365194923080","0,111269066059892","0,3060772353373880",indisponivel
1987-07-22,2,"0,489621999081979","0,4310891349539130","0,7363085895895530","0,390971487755911","0,0684635821646586",33369
1987-07-23,2,"0,242823658827942","0,4506324549761170","0,3693963563897620","0,443181441089280","0,4186341540009750",30996
1987-07-24,1,"0,444684755368236","0,3319624582017110","0,7240002638958190","0,378807164662625","0,1626285569978930",34244
1987-07-25,3,"0,539595643628088","0,3793694204734450","0,3755405543298620","0,354685537373684","0,5703628492151170",98882
1987-07-26,1,"0,297127269032599","0,2824075599661580","0,5314447450006110","0,257732392979109","0,1005799226654470",69023
1987-07-27,1,"0,503645966697824","0,2241980949739630","0,1381877269305350","0,301545013329230","0,3387779909556920",17831
1987-07-28,2,"0,681407953643183","0,1129459508309430","0,1199847594772270","0,312263305434255","0,0658984513309372",78240
1987-07-29,2,"0,639366883921403","0,2359602839046490","0,1533214593325230","0,369785817821825","0,1421448145529750",59251
1987-07-30,2,"0,546256621890195","0,3533117554918950","0,1311507592067080","0,386689658036624","0,3089389863324920",74744
1987-07-31,2,"0,456915892812876","0,3060787461631670","0,1282586492012350","0,331304936749533","0,5023584555422150",90130
1987-08-01,2,"0,121306206240345","0,3976472256487230","0,4057603250716100","0,347072422905650","0,5727216185261380",57254
1987-08-02,1,"0,253824453137497","0,2341190942060760","0,6955067560773230","0,135151624950303","0,4822195903763230",1248
1987-08-03,2,"0,645559437020500","0,3558012987276680","0,1301394428147290","0,137230942597218","0,3605645013346520",20392
1987-08-04,2,"0,615960217426015","0,4556918334961070","0,4203322889354300","0,427542430115189","0,1760761123521230",69086
1987-08-05,3,"0,430130212497631","0,4939233978448310","0,3864809662127460","0,295216895079178","0,4009828214496530",71192
1987-08-06,3,"0,132771621976874","0,1148107066573140","0,6749392088402200","0,414487453883058","0,1467013888226750",3312
1987-08-07,2,"0,557000717366259","0,1337399817116090","0,5201885523275390","0,564478669824876","0,5380176981964440",71497
1987-08-08,2,"0,515415099170668","0,1578349254562240",indisponivel,indisponivel,"0,3675526149160170",29310
1987-08-09,1,"0,331419781125301","0,1344972570289620","0,7011104864317420",indisponivel,"0,3112818995617040",11648
1987-08-10,2,"0,109379247035778","0,2132173714765130","0,5999005293792320","0,088052452087988","0,1640045660696050",62542
1987-08-11,2,"0,445447850562785","0,1795766028901600","0,3290700271708600","0,304702017495995","0,2980077464979170",96072
1987-08-12,2,"0,569342010098873","0,2052235105072170","0,1307607554251670","0,256589898995867","0,1525763981257570",45440
1987-08-13,1,"0,682437161654889","0,3313653240160030","0,1011627785090980","0,365713366383384","0,3532343422934260",77191
1987-08-14,2,"0,599279130202006","0,1199235231208480","0,7695438690941500","0,103315590404619","0,4953995591271010",7401
1987-08-15,2,"0,483506860160175","0,1445139765863270","0,3390985146499510","0,391845531972403","0,2891886161598340",92699
1987-08-16,2,"0,164883386357038","0,3026851801659400","0,7013363439635990","0,554242598401699","0,0647330849758948",66259
1987-08-17,2,"0,530836948377539","0,4089819390398740","0,1813336752156860","0,231868852595774","0,5183220267199120",18860
1987-08-18,2,"0,373062823345272","0,4536361961304920","0,1346678730743340","0,529983687773405","0,3855448680311620",80872
1987-08-19,4,"0,309932239465068","0,3417457711367440","0,6051542841001480","0,555527053966992","0,5279646396293530",86591
1987-08-20,2,"0,429743579943626","0,2723885490812290","0,6983604518703290","0,073153189881403","0,5203705820478290",52543
1987-08-21,1,"0,662009337236344","0,2041850038493330","0,3731757385294650","0,328278102692508","0,3201954045690490",14718
1987-08-22,3,"0,264712126695233","0,2069742483485600","0,2575307144207780","0,315572499204654","0,2435727706971000",76829
1987-08-23,2,"0,554214895976405","0,1188592659951180","0,6896035476864030","0,309384482069643","0,2800484414866060",96008
1987-08-24,1,"0,355141598910213","0,1254444373278130","0,4497394201924030","0,572411276729635","0,3749743088945830",33530
1987-08-25,1,"0,310663393865339","0,2612102240407920","0,7207826812208660","0,193772186465319","0,4931174074991600",indisponivel
1987-08-26,2,"0,654421735896262","0,2112490498941440","0,4613697031344180","0,559284965302526","0,1443673663690520",55712
1987-08-27,3,"0,668443305146404","0,1528138526011550","0,1295756943537610","0,095766243938118","0,4477099525691300",67693
1987-08-28,1,"0,450123643978903","0,1008991207972710","0,6110320814809090","0,516521653203832","0,1720832227607090",63522
1987-08-29,3,"0,239733593135150","0,2638653730510050","0,1642888011839840","0,135650745941706","0,4231399880981900",33295
1987-08-30,1,"0,245994353031457",,"0,6531124901717880","0,304911868476500","0,2814372460371250",17718
1987-08-31,3,"0,200189613452165","0,2488243892812020","0,4296182413753510","0,173208870554975","0,5378339828433800",17160
1987-09-01,2,"0,690218635669295","0,0756211940640654","0,6806244941560190","0,132063388397857",,5391
1987-09-02,2,"0,523788055144723","0,0574568614089689","0,2029191193549640","0,168277679619592","0,0808205216242046",1545
1987-09-03,3,"0,608513196321977","0,4296401649804510","0,6205892884358170","0,567860526833531","0,4245370725505180",77998
1987-09-04,2,"0,115309581532418","0,4687740995216530","0,3493960871900230","0,208840951157023","0,5580605786081180",84986
