Date,Presença de Criadouros,Água Parada em Terrenos Baldios,Presença de Piscinas sem Manutenção,Presença de Recipientes sem Tampas
1987-04-24,"0,5230505494427320","0,2365428289482580",3137,90143
1987-04-25,"0,6853672612550690","0,1296270582726670",2654,
1987-04-26,"0,6044517008925480","0,2721139180136340",1165,51157
1987-04-27,"0,3495737853949780","0,1964456965409290",4756,29697
1987-04-28,"0,4659083225150180","0,4432169086417670",3149,20631
1987-04-29,"0,6525069706492410","0,4901231148711670",4868,27964
1987-04-30,"0,5770101977697870","0,6791495965581100",2068,69931
1987-05-01,"0,1544452069952740","0,4835442837519030",4015,4758
1987-05-02,"0,4909658686522340","0,5184777743238980",759,32872
1987-05-03,"0,5239124910102640","0,4447780735622870",4454,86131
1987-05-04,"0,6805743412048940","0,4970159008957310",1330,28898
1987-05-05,"0,5898679520064800","0,6312200226342230",3427,20867
1987-05-06,"0,2880919479345890","0,2879767508101730",990,72712
1987-05-07,"0,6087897439320580","0,2081443758537040",2515,50674
1987-05-08,"0,2058847198281210","0,1234362020868860",4206,31277
1987-05-09,"0,3401923704369340","0,6524535531948340",4236,8647
1987-05-10,"0,1035337573096820","0,2992193213353770",1797,43371
1987-05-11,"0,6938831527291460","0,3310550573275610",1408,96502
1987-05-12,"0,3719625130098520","0,3969545042572960",1116,15328
1987-05-13,"0,1170312910689500","0,6192804903717580",4238,95501
1987-05-14,"0,3023755012711800","0,2936695646113470",3391,55194
1987-05-15,"0,6969405356638360","0,4120747286723270",3011,37795
1987-05-16,"0,3793587532690870","0,6472183528565660",2441,75373
1987-05-17,"0,7120792522688500","0,6317857806896630",4579,95357
1987-05-18,"0,1557526018626450","0,4747899287546380",4280,25875
1987-05-19,"0,6209837221945140","0,4886325318549620",1229,47919
1987-05-20,"0,7772147393229420","0,3457558185340530",3817,76675
1987-05-21,"0,1726461025750130","0,5983269858183280",3255,13878
1987-05-22,"0,1266465179988670","0,5954439240616580",3569,84645
1987-05-23,"0,7311644915256020","0,1941159810966600",3169,93817
1987-05-24,"0,3470727811664680","0,5277252815077680",2987,55226
1987-05-25,"0,1452205514103310","0,5282186196965430",554,60289
1987-05-26,"0,6507808283500740","0,4890507349631120",4298,96695
1987-05-27,"0,4303827665749460","0,1849984103535270",4240,67432
1987-05-28,"0,6131172551169920","0,3839520772775350",2498,84163
1987-05-29,"0,3649263074823590","0,2319305429031390",4595,33463
1987-05-30,"0,3553520320561300","0,6151072602635020",4685,51005
1987-05-31,"0,6471619571750680","0,3353175991086690",4729,72079
1987-06-01,"0,6941265560009380","0,2712394299632470",541,57997
1987-06-02,"0,5463109087139160","0,5057352327493610",1218,48462
1987-06-03,"0,3026921584789350","0,2004890526872740",3203,4671
1987-06-04,"0,7229968061781930","0,3233574768451410",4231,6871
1987-06-05,"0,2565699668001510","0,4122270812088520",3180,90628
1987-06-06,"0,4833270245731800","0,2913850497376810",2472,18064
1987-06-07,"0,6120866013406100","0,4059853554525150",,indisponivel
1987-06-08,"0,6947502908082350","0,6610106804918120",2807,67706
1987-06-09,"0,5477654490421980","0,5198149862778020",1425,74084
1987-06-10,"0,2129202153583520","0,4951401179125150",1550,57293
1987-06-11,"0,7090020684851430","0,3444465166313300",4520,42662
1987-06-12,"0,3565990040784820","0,2659747529321850",3565,3837
1987-06-13,"0,3393980853482720","0,4649946573363060",1552,12375
1987-06-14,"0,2794438692252640","0,6243473478944560",783,64284
1987-06-15,"0,5728705257178590","0,2482732721278260",3301,6835
1987-06-16,"0,5403065987768550","0,1958277591642790",3452,58303
1987-06-17,"0,5262486081683500","0,2126819705387700",3633,4299
1987-06-18,"0,6661210553957830","0,1053629460190060",354,20138
1987-06-19,"0,1630861623293560","0,2450213119488070",3054,47284
1987-06-20,"0,1834792885834460","0,2199433886682690",2865,95371
1987-06-21,"0,1833550073415170","0,3118377380637610",2545,91594
1987-06-22,"0,6474314609454210","0,5839397103484850",4919,34922
1987-06-23,"0,2043721203435390","0,2645211123446960",3100,73322
1987-06-24,"0,4231976293686110","0,3236682932469860",4942,65414
1987-06-25,"0,3849998826174780","0,4213509557422320",1858,37244
1987-06-26,,"0,2236666897995850",2465,77949
1987-06-27,"0,1348318344899590","0,4819537784844830",2739,65081
1987-06-28,"0,3811607107971520","0,5487151449101390",4035,49878
1987-06-29,"0,7409798522175330","0,4311972652252960",4609,68970
1987-06-30,"0,2698625128779470","0,2878229631188890",2462,25684
1987-07-01,"0,4197533527180260","0,5630671413540450",1979,33461
1987-07-02,"0,6971697841199610","0,6279245636174630",1593,54078
1987-07-03,"0,5565970439316090","0,5739428094642220",4701,44300
1987-07-04,"0,7075044344981150","0,1969862006791440",4616,75082
1987-07-05,"0,2009516047089060","0,6161282952973980",4379,15451
1987-07-06,"0,7389780949493810","0,5992348735040830",3627,25102
1987-07-07,"0,4301238090456110","0,5730428418076010",4320,53755
1987-07-08,"0,1956958466313440","0,3383824410827040",3518,18280
1987-07-09,"0,2679101266698910","0,2523114268934440",1817,38389
1987-07-10,"0,3049066594137660","0,2336175194580980",2223,39398
1987-07-11,"0,1367516893172610","0,5904638354657350",787,21921
1987-07-12,"0,1230880279139480","0,3510568981357000",4967,90008
1987-07-13,"0,6194285183909680","0,2898836761975520",2601,8218
1987-07-14,"0,3273680693197470","0,3948581930408810",742,12973
1987-07-15,"0,7342729716260070","0,2832050515625150",3331,62749
1987-07-16,"0,2213223021919650","0,2308619934840890",1907,90589
1987-07-17,"0,6583081370149010","0,5468432939786100",1357,94774
1987-07-18,,"0,5851346086614890",2181,23806
1987-07-19,"0,1952849874381440","0,3040414204112360",3117,34779
1987-07-20,"0,2755954136084720","0,2365414808603200",1733,10383
1987-07-21,"0,7818283836194760","0,3614498836414630",2016,48945
1987-07-22,"0,6893918067938820","0,5592241266232800",3352,51344
1987-07-23,"0,7611132282036920","0,6990803910148930",872,88311
1987-07-24,,"0,4085387864927920",3733,29166
1987-07-25,"0,5728312498418450","0,2949265137696610",4915,9303
1987-07-26,"0,4290686235409130","0,1182048746067810",4854,69966
1987-07-27,"0,4805378433536690","0,1805335339273250",3734,28437
1987-07-28,"0,3946508928591770","0,1262746603671590",3283,58937
1987-07-29,"0,3251072987343820","0,6401629227731250",1699,14498
1987-07-30,"0,3244664363246110","0,5572912811008860",2352,92020
1987-07-31,"0,6612928900344040","0,5370103372580010",3708,9954
1987-08-01,"0,3307293737515380","0,5921006451216260",2490,74738
1987-08-02,"0,2198569180945630","0,6500336969732720",3455,45341
1987-08-03,"0,2356892234714250","0,5153598511258170",3443,92193
1987-08-04,"0,2282216629283750","0,4590438279976390",1361,41315
1987-08-05,"0,2214228817796370","0,5684901393301000",2675,43740
1987-08-06,"0,2441122286430330","0,6213135606892290",2208,28473
1987-08-07,"0,7590787415947370","0,1559831758524770",4145,97030
1987-08-08,"0,2430368366910460","0,3983537142867070",1923,29634
1987-08-09,"0,4893361836776480","0,4798894574154790",717,48870
1987-08-10,"0,2059240650350740",indisponivel,446,43358
1987-08-11,"0,4660086902065000","0,1746710141369790",3015,87871
1987-08-12,"0,6880993762175840","0,5864734552733480",2734,11965
1987-08-13,"0,7806336941230300","0,2037233531689690",1569,34578
1987-08-14,"0,5312753571216870","0,6310464498966490",623,54762
1987-08-15,"0,5831489919159110","0,6475959208925350",588,55096
1987-08-16,"0,7978889989207690","0,2920809501807390",978,88216
1987-08-17,"0,4279525158667500","0,4705211234655040",4876,61384
1987-08-18,"0,6572885935879610","0,5483625558260870",2643,92259
1987-08-19,"0,3769836789662590","0,3136690773207140",2549,71225
1987-08-20,indisponivel,"0,5122766641361550",3991,54121
1987-08-21,"0,6622147636079470","0,3227561709145370",4050,89463
1987-08-22,"0,2677289261663590","0,3023452320965750",1261,52921
1987-08-23,"0,1531996562716530","0,5818153294242180",3753,85692
1987-08-24,"0,1738472928203520","0,1339057909524380",4030,60540
1987-08-25,"0,3698894076128670","0,5274415381448590",1507,4774
1987-08-26,"0,3896481148496960","0,1895837534415520",4097,48717
1987-08-27,"0,5469581702580790","0,3383633834239170",888,34763
1987-08-28,"0,3690030437201550","0,3448062674556910",2462,62764
1987-08-29,"0,7744944011063230","0,5456277863484900",1569,10694
1987-08-30,"0,3236349738182120","0,2146792208995460",640,21673
1987-08-31,"0,4107180200549460","0,3829077634023840",4420,85319
1987-09-01,"0,2444683456640120","0,6880265647653360",1203,
1987-09-02,"0,6228886158502980","0,5468932361393150",1322,59255
1987-09-03,"0,5353525920748520","0,5334335280752000",2197,98603
1987-09-04,"0,2107783834562770","0,2771534360861240",658,72641
1987-09-05,"0,5542337557448260","0,3312492493359460",491,44214
1987-09-06,"0,7664349702849470","0,4139340416778010",4640,91606
1987-09-07,"0,5123913265972670","0,1757827674255290",3184,7482
1987-09-08,"0,3264997159079700","0,1186937029315040",841,60926
1987-09-09,"0,3569045739805430","0,5815254636391370",1532,41131
1987-09-10,"0,7226855586193330","0,1835683448592410",indisponivel,33165
1987-09-11,"0,6757926045084240","0,4769930316047530",4858,39686
1987-09-12,"0,4681488312949650","0,1369266708285730",1720,12558
1987-09-13,"0,4408083488847680","0,3678063466499380",3620,84215
1987-09-14,"0,5119492161103390","0,3541388879479490",4361,3012
1987-09-15,"0,4134929644253260","0,6461725613268760",1416,77173
1987-09-16,"0,3579265873869040","0,6569280035228750",3623,35959
1987-09-17,"0,4578736516729430","0,3405814297976730",1801,83269
1987-09-18,"0,2741902778877900","0,6307390813295550",975,94175
1987-09-19,"0,5771992666623400","0,6815324256223840",2095,28550
1987-09-20,"0,2796421220853600","0,6056341887193920",2610,33917
1987-09-21,"0,5211045972692730","0,2638027057877280",4258,80668
1987-09-22,"0,5703249670624700","0,2456362008289070",2457,61608
1987-09-23,"0,3125558080652660","0,4893283811214780",1874,51736
1987-09-24,"0,4499063769243750","0,1218700180437390",4282,38727
1987-09-25,"0,4596473429847470","0,4473096138197350",1679,70059
1987-09-26,"0,5817332554162020","0,3009467257868750",1054,34027
1987-09-27,"0,6543873132564590","0,1391167196747460",2002,99131
1987-09-28,"0,7632678190328330","0,4754421513351720",1192,62709
1987-09-29,"0,6407414927217170","0,4031560796118080",1170,92268
1987-09-30,"0,1046850607375230","0,6315404186287180",1582,45327
1987-10-01,"0,1568001594199080","0,5375689780914230",2979,81910
1987-10-02,"0,7015129114436930","0,5587828970334050",4511,12268
1987-10-03,"0,1921075053072350","0,6440650751926650",4998,3077
1987-10-04,"0,6527644577635840","0,4231196697572310",2591,30530
1987-10-05,"0,6559531302831420","0,3690559077881990",1528,50932
1987-10-06,"0,2580192429782200","0,3961085411637650",2981,60977
1987-10-07,"0,1070204650899130","0,3624862236958050",2103,97134
1987-10-08,"0,6273958482652700","0,3633953396505660",4128,60931
1987-10-09,"0,2046989132004600","0,2300184000585160",2698,64498
1987-10-10,"0,2145516975456560","0,1838303507893760",1521,53498
1987-10-11,"0,1891468998361960","0,4215221199086840",1567,1351
1987-10-12,"0,6928884333700860","0,6173361148782490",528,56484
1987-10-13,"0,6458847737633300","0,1482266152659880",2566,48180
1987-10-14,"0,6705094911777730","0,5184184621792920",4303,26859
1987-10-15,"0,4965389851614180","0,5885857854406710",1927,31581
1987-10-16,"0,1540244937320040","0,4504738464986610",4594,indisponivel
1987-10-17,"0,4656567602131200","0,1846677689417260",2838,28334
1987-10-18,"0,6794363200288610","0,5952920880603590",301,4173
1987-10-19,"0,6536377817871980","0,3384440988594180",802,85753
1987-10-20,"0,3566943556664360","0,3057404688747020",589,65631
1987-10-21,"0,7446745344970840","0,4099839613186560",2350,89303
1987-10-22,"0,4677838523388160","0,6172065537820130",906,indisponivel
1987-10-23,"0,7681435290516110","0,4099526840468840",3299,78154
1987-10-24,"0,3299531118975920","0,6629084140461570",2296,46198
1987-10-25,"0,2727796410131360","0,5112299887885300",3929,99439
1987-10-26,"0,4873501622747150","0,4347040718680720",2751,5551
1987-10-27,"0,7884364909272450","0,5447749004210740",1217,9412
1987-10-28,"0,2809858463959850","0,3961203019841640",1759,32104
1987-10-29,"0,1455991647145250","0,2230299576622040",2271,32674
1987-10-30,"0,7597692342868540","0,5894615728777200",2938,79330
1987-10-31,"0,6642996660130390","0,5583025859370050",4858,74544
1987-11-01,"0,3508253322524180","0,1884666739201990",2099,85826
1987-11-02,"0,4708737142600280","0,4396417844709960",870,44727
1987-11-03,"0,5072201363454010","0,1179274262518220",4196,9124
1987-11-04,"0,7610051709450120","0,5791363066606600",1611,62938
1987-11-05,"0,6110621759719490","0,3746195412751050",3515,76973
1987-11-06,"0,5132292596378890","0,2682364648060330",277,61594
1987-11-07,"0,2063570049512740","0,3993893338488530",3426,56624
1987-11-08,"0,7683192198968180","0,5273641281633370",3925,75792
1987-11-09,"0,7776003788835570","0,3353140676644040",2553,20977
1987-11-10,"0,1815626174211340","0,2520026746356230",3882,89445
1987-11-11,"0,6326190339687850","0,1221418309509010",3913,56326
1987-11-12,"0,1277304326888380","0,2824336220262510",749,67817
1987-11-13,"0,2579052294230830","0,1595157740049780",804,21840
1987-11-14,"0,1873589337720280","0,5613094185240340",495,98604
1987-11-15,"0,4623889173021860","0,5817365915028540",1209,45611
1987-11-16,"0,1386330478966570","0,6596448603714720",1612,92823
1987-11-17,"0,3557127983020140","0,1175201358803580",590,36357
1987-11-18,"0,5913603742722700","0,6116174592882850",3207,36227
1987-11-19,"0,5889782543134360","0,2059200169727760",4250,16156
1987-11-20,"0,6319834521075460","0,4661668672176070",1762,23656
1987-11-21,"0,1815506988276150","0,4041901828166630",3795,50890
1987-11-22,"0,4679845499907260","0,5660329965609180",315,45127
1987-11-23,"0,3305581994970590","0,1826566222807170",4182,85802
1987-11-24,"0,3621754736667200","0,2180345056295120",797,36541
1987-11-25,"0,7919490150369440","0,4734098202351150",988,97211
1987-11-26,"0,5048177145235310","0,4477151405541650",1105,92959
1987-11-27,"0,6713177609209450","0,5814133912586530",1293,75952
1987-11-28,"0,5625082280653550","0,4588733634533160",2528,85490
1987-11-29,"0,5263382997945500","0,6105544376264220",2570,24315
1987-11-30,"0,5232092228815600","0,4863399748243110",2358,76270
1987-12-01,"0,6024861397181570","0,4108443620632430",2195,64382
1987-12-02,"0,1684951399543340","0,2173797334444140",1336,49243
1987-12-03,"0,2224894726746230","0,3458583543705180",1557,50578
1987-12-04,"0,4287676655064780","0,4026930968469530",3920,32977
1987-12-05,"0,3738218236027060","0,6168874247904110",1347,53129
1987-12-06,"0,7473040712609100","0,6292284474267120",744,40949
1987-12-07,"0,1035339966842090","0,6458420880970790",3670,14582
1987-12-08,indisponivel,"0,2095813369426640",794,91162
1987-12-09,"0,7019399529575070","0,2562903167422850",4361,
1987-12-10,"0,4707052027695700","0,4015973517819750",4953,26513
1987-12-11,"0,3528741006390910","0,4457223373269190",1472,79862
1987-12-12,"0,2942706445852060","0,5118212545166200",3418,73215
1987-12-13,"0,4509641941203040","0,6148239446652240",3334,30914
1987-12-14,"0,4337630376144590","0,6564218640075710",2305,78813
1987-12-15,"0,2090454004406900","0,2570232673111520",498,23856
1987-12-16,"0,2410614958765860","0,2827156393338860",357,81439
1987-12-17,"0,2179749581829010","0,3493722722699090",2951,26136
1987-12-18,"0,1709918185643130","0,5239905120925580",3682,31640
1987-12-19,"0,2505222990558000","0,2999883484348800",1707,97442
1987-12-20,"0,3568440879193620","0,6542807650282230",3848,55575
1987-12-21,"0,5127279131045200","0,6151065748215560",3746,5043
1987-12-22,"0,7172416314026340","0,5364005446220660",1735,92159
1987-12-23,"0,4397865090085210","0,2498076690211830",1572,9895
1987-12-24,"0,3827921468137330","0,4530919130408950",2242,49156
1987-12-25,"0,1583671697968020","0,4863884862706200",4080,43696
1987-12-26,"0,6547503092357920","0,2050359355973510",4407,42844
1987-12-27,"0,4586736507705890","0,2188124671258190",2695,46744
1987-12-28,"0,6732087538352370","0,2932007433180490",2967,83577
1987-12-29,"0,5549004141934190","0,3479058173809220",2493,74502
1987-12-30,"0,3508360267962390","0,4007914157198710",3094,48363
1987-12-31,"0,3438355103720410","0,4841851556608180",2435,58847
1988-01-01,"0,6230753566554560","0,6749066149130610",4383,66166
1988-01-02,"0,2142597019365880","0,4618041060245280",1250,54868
1988-01-03,"0,1536198726048530","0,4698550003821610",3345,32672
1988-01-04,"0,5389721102878190","0,6380597265037430",2103,49935
1988-01-05,"0,7247914204073370","0,4046288289668220",856,64536
1988-01-06,"0,3769091368467350","0,5176230508383690",4176,60778
1988-01-07,"0,5174727223176140","0,3482928265965150",2476,33059
1988-01-08,"0,6315519181960530","0,2271573733187970",3862,32069
1988-01-09,"0,6589322408270520","0,1496708987450890",2315,97360
1988-01-10,"0,1194969378157590","0,6329434172162750",2050,6661
1988-01-11,"0,6334255431068970","0,1853855419627980",4610,55728
1988-01-12,"0,2502099631731570","0,1683063083119910",4139,87811
1988-01-13,"0,4739995854402470","0,4942530230967060",1231,45575
1988-01-14,"0,5397642725696800","0,1636730464665240",4982,24507
1988-01-15,"0,6910410854012330","0,4849239751024400",1453,98445
1988-01-16,"0,1875636038402370","0,1848149827726490",4488,80081
1988-01-17,"0,4869640976677450","0,1492805842232530",1259,63176
1988-01-18,"0,3005881053520790","0,1343393815748660",4595,99419
1988-01-19,"0,1988995639222940","0,3897065482589050",2230,7378
1988-01-20,"0,7821773390114300","0,5414081696025360",4376,89565
1988-01-21,"0,4320947608288810","0,1685979811109240",1368,63052
1988-01-22,"0,6800493544763800","0,4299985968361210",4941,98126
1988-01-23,"0,1973169446052300","0,3787229468504060",4942,76234
1988-01-24,"0,6844976260605650","0,2806757878940370",754,93509
1988-01-25,"0,1639440515533440","0,6225075748912370",462,8041
1988-01-26,"0,5728433733191470","0,3266456809696830",1565,58119
1988-01-27,"0,6893283745001290","0,1637866626776180",1265,21184
1988-01-28,"0,1731441274165020","0,2903273968642760",492,87593
1988-01-29,"0,3011212646497510","0,5977393328230450",2995,50905
1988-01-30,"0,4398915199479410","0,1521968108679570",2773,57137
1988-01-31,"0,4298637911856260","0,2305617801187260",2005,75333
1988-02-01,"0,4913590978781810","0,4635787149579130",4296,13136
1988-02-02,"0,3122038101824830","0,5465398935162360",2987,82255
1988-02-03,"0,3273206497333220","0,4525803216181600",3225,85402
1988-02-04,"0,4432499133303500","0,3877870555048850",578,47790
1988-02-05,"0,4289366492656000","0,1786210688280530",522,91721
1988-02-06,"0,7727323195294140","0,6097020394716070",3740,36607
1988-02-07,indisponivel,"0,2306068234435100",1401,91762
1988-02-08,"0,5343054928409520","0,5091515652607180",1606,39827
1988-02-09,"0,4495063487048400","0,2280254403427290",1836,47204
1988-02-10,"0,7984145876591520","0,2479789673237300",1698,74164
1988-02-11,"0,5102455595840610","0,3580446869351910",1756,22431
1988-02-12,"0,1062620152745460","0,5573393852035040",1514,7707
1988-02-13,"0,5917356303876690","0,2666402231603550",3256,76920
1988-02-14,"0,4046354910067540","0,4668662857759760",4699,42257
1988-02-15,"0,6771654769873370","0,6749837190274050",3458,1185
1988-02-16,"0,1697851859134320","0,2040051505195400",895,70901
1988-02-17,"0,6685941446231080","0,4150142436122910",3365,44637
1988-02-18,"0,2367857399630230","0,6015112906954500",1330,indisponivel
1988-02-19,"0,6167134925357600","0,6020127434489070",2454,31692
1988-02-20,"0,1945182423264030","0,6841222619204160",2439,76945
1988-02-21,"0,6682343958716910","0,3797201237570700",3984,41538
1988-02-22,"0,4237064055301940","0,6293948194247270",2309,88304
1988-02-23,indisponivel,"0,3375221211839010",3659,43503
1988-02-24,"0,7933451239127620","0,3373140505983290",4462,58501
1988-02-25,"0,4378661842786210","0,1595464561291490",2810,43999
1988-02-26,"0,2087327866897270","0,4393370447566500",467,12495
1988-02-27,"0,4503151928441340","0,2772017908582290",3151,45238
1988-02-28,"0,7304868221479100","0,2429400563723120",1567,93530
1988-02-29,"0,4358054878431080","0,1256819118953040",2985,61414
1988-03-01,"0,4874685579491260","0,1977835431022920",2079,34630
1988-03-02,"0,3220125809724820","0,3078376180318550",729,45092
1988-03-03,"0,4153144969222660","0,5645076730769690",4966,94962
1988-03-04,"0,5816076069941080","0,2480613205604850",2954,22653
1988-03-05,"0,4340444617069770","0,1714704074607340",433,98216
1988-03-06,"0,1980113487154410","0,1725261690683610",3026,33835
1988-03-07,"0,2054886731494660","0,5057491313528280",1542,15669
1988-03-08,"0,5509338237741830","0,6332245308846210",2902,10897
1988-03-09,"0,3585544626422290","0,3684360922431000",2888,77056
1988-03-10,"0,5210013906103530","0,2772219662412110",4542,44661
1988-03-11,"0,5681995586298750","0,3531799604536220",2112,97511
1988-03-12,"0,6715153314445550","0,3795542076715510",3470,6105
